gene,variable,value
ZAN,arch_2,-0.022232944
EPHB4,arch_2,-0.027716942
SLC12A9,arch_2,-0.0045164097
SLC12A9-AS1,arch_2,-0.023631465
TRIP6,arch_2,-0.012160621
SRRT,arch_2,-0.0034038422
ACHE,arch_2,-0.017578071
MUC12,arch_2,-0.023370663
TRIM56,arch_2,-0.016331831
SERPINE1,arch_2,-0.061804038
AP1S1,arch_2,-0.021651398
PLOD3,arch_2,-0.0054065194
ZNHIT1,arch_2,-0.012895508
CLDN15,arch_2,0.0042539234
FIS1,arch_2,-0.014813824
IFT22,arch_2,-0.01180965
COL26A1,arch_2,-0.022585629
CUX1,arch_2,0.020002952
AC005096.1,arch_2,-0.01786589
SH2B2,arch_2,-0.023215635
SPDYE6,arch_2,-0.019052729
PRKRIP1,arch_2,0.000937271
AC073517.1,arch_2,-0.021298848
ORAI2,arch_2,-0.00041813377
ALKBH4,arch_2,-0.0055159717
LRWD1,arch_2,-0.023123974
POLR2J,arch_2,-0.023809936
RASA4B,arch_2,-0.019161142
UPK3BL2,arch_2,-0.017983796
SPDYE2,arch_2,0.0007589825
POLR2J3,arch_2,-0.0059908405
AC105052.4,arch_2,-0.005349809
SPDYE2B,arch_2,-0.021391485
AC105052.5,arch_2,-0.019828975
FAM185A,arch_2,0.013425376
FBXL13,arch_2,0.015543165
LRRC17,arch_2,0.014853524
NFE4,arch_2,-0.017924486
ARMC10,arch_2,0.0016997962
NAPEPLD,arch_2,0.006831525
PMPCB,arch_2,0.004198228
DNAJC2,arch_2,0.0025313187
PSMC2,arch_2,-0.0040488355
SLC26A5,arch_2,-0.0052221087
AC005064.1,arch_2,-0.02815157
RELN,arch_2,-0.05063746
ORC5,arch_2,-0.0009101286
LHFPL3,arch_2,-0.010193783
LHFPL3-AS1,arch_2,-0.017684605
LHFPL3-AS2,arch_2,-0.023418661
AC007384.1,arch_2,0.019478584
LINC01004,arch_2,0.004881098
KMT2E-AS1,arch_2,-0.011907003
KMT2E,arch_2,0.0029479184
AC005070.3,arch_2,-0.010959035
SRPK2,arch_2,-0.0054167104
AC004884.2,arch_2,-0.022602
PUS7,arch_2,-0.021777961
RINT1,arch_2,-0.002454101
EFCAB10,arch_2,-0.012925282
AC073073.2,arch_2,-0.018731806
ATXN7L1,arch_2,0.0033276787
CDHR3,arch_2,-0.014876897
SYPL1,arch_2,-0.010810997
NAMPT,arch_2,-0.09780632
AC004917.1,arch_2,-0.029139953
AC005050.3,arch_2,-0.02490859
PIK3CG,arch_2,-0.021778004
PRKAR2B,arch_2,-0.029575648
AC006387.1,arch_2,-0.020272804
HBP1,arch_2,0.015649414
AC004492.1,arch_2,-0.017554011
COG5,arch_2,0.01975974
GPR22,arch_2,-0.018349338
DUS4L,arch_2,-0.0037600559
AC004839.2,arch_2,-0.017369332
BCAP29,arch_2,0.038174532
SLC26A4-AS1,arch_2,-0.018718854
SLC26A4,arch_2,0.049417105
CBLL1,arch_2,-0.0008777379
SLC26A3,arch_2,-0.020219518
DLD,arch_2,0.06269069
LAMB1,arch_2,0.22774582
AC005046.1,arch_2,-0.014205304
LAMB4,arch_2,-0.021376366
NRCAM,arch_2,-0.054398112
PNPLA8,arch_2,-0.005032244
DNAJB9,arch_2,-0.02972905
AC004014.1,arch_2,-0.025685407
AC073071.1,arch_2,-0.0202065
AC073114.1,arch_2,-0.034057982
IMMP2L,arch_2,-0.022547932
LRRN3,arch_2,-0.015457947
DOCK4,arch_2,-0.14906521
AC003077.1,arch_2,-0.024940716
DOCK4-AS1,arch_2,-0.027213436
ZNF277,arch_2,-0.0030757834
AC004112.1,arch_2,-0.0042286906
IFRD1,arch_2,-0.03519747
LSMEM1,arch_2,-0.021939587
AC002463.1,arch_2,0.03298449
TMEM168,arch_2,0.0062550995
BMT2,arch_2,0.0037472944
AC073346.1,arch_2,-0.022545021
FOXP2,arch_2,0.05431769
AC073626.1,arch_2,-0.012571202
MDFIC,arch_2,-0.021770395
LINC01393,arch_2,-0.02311113
LINC01392,arch_2,-0.020874148
TFEC,arch_2,-0.022819966
TES,arch_2,-0.041962534
AC002066.1,arch_2,-0.044538725
CAV2,arch_2,-0.038690716
CAV1,arch_2,-0.04709071
AC006159.1,arch_2,-0.022934822
MET,arch_2,-0.051744606
CAPZA2,arch_2,-0.03239426
ST7-AS1,arch_2,-0.019222368
ST7,arch_2,-0.017274002
AC106873.1,arch_2,-0.015975343
ST7-AS2,arch_2,0.0073813996
WNT2,arch_2,-0.028483586
AC002465.2,arch_2,-0.018985538
CFTR,arch_2,-0.019022716
CTTNBP2,arch_2,-0.03504609
LSM8,arch_2,0.0006217928
ANKRD7,arch_2,-0.016485134
LINC02476,arch_2,-0.02727609
AC004946.1,arch_2,-0.022895364
KCND2,arch_2,-0.0733236
TSPAN12,arch_2,-0.026998606
ING3,arch_2,0.0023733233
CPED1,arch_2,0.050498985
FAM3C,arch_2,-0.02176122
PTPRZ1,arch_2,-0.036439613
AASS,arch_2,-0.029789567
AC015983.2,arch_2,-0.028010558
CADPS2,arch_2,-0.009527497
AC004594.1,arch_2,0.015602445
AC073311.1,arch_2,-0.018366463
IQUB,arch_2,-0.008337116
NDUFA5,arch_2,-0.016647799
WASL,arch_2,0.0055059157
AC006333.2,arch_2,-0.019871643
AC006148.1,arch_2,-0.025816096
POT1,arch_2,0.004338874
POT1-AS1,arch_2,-0.04487809
GRM8,arch_2,-0.024578607
ZNF800,arch_2,-0.009562957
GCC1,arch_2,-0.018657232
ARF5,arch_2,-0.019466005
FSCN3,arch_2,-0.020211296
SND1,arch_2,-0.021585608
LRRC4,arch_2,-0.011998052
RBM28,arch_2,-0.008551347
IMPDH1,arch_2,-0.013172509
HILPDA,arch_2,-0.027051369
METTL2B,arch_2,-0.00330309
AC090114.2,arch_2,-0.001963786
AC018638.7,arch_2,-0.013738586
FAM71F2,arch_2,-0.01962962
AC018638.6,arch_2,-0.024918068
FAM71F1,arch_2,-0.020657405
CALU,arch_2,-0.016016856
OPN1SW,arch_2,-0.00999076
CCDC136,arch_2,-0.015778426
KCP,arch_2,-0.028321179
TNPO3,arch_2,-0.0035032346
TSPAN33,arch_2,-0.013346759
SMO,arch_2,-0.001314758
AHCYL2,arch_2,-0.022932028
AC009244.2,arch_2,-0.02311628
AC078846.1,arch_2,-0.0026095365
NRF1,arch_2,0.0027821814
UBE2H,arch_2,-0.036514457
AC073320.1,arch_2,-0.010541698
ZC3HC1,arch_2,-0.0015924054
KLHDC10,arch_2,0.0111680925
TMEM209,arch_2,0.0070494455
AC087071.2,arch_2,0.0027217215
CEP41,arch_2,-0.004935441
MEST,arch_2,-0.03231483
AC007938.2,arch_2,-0.018193264
COPG2,arch_2,-0.0024532524
AC007938.3,arch_2,-0.026471693
AUXG01000058.1,arch_2,-0.023294033
TSGA13,arch_2,-0.018101692
AC016831.7,arch_2,-0.0034735487
LINC00513,arch_2,0.018103844
AC058791.1,arch_2,0.0107735265
MKLN1,arch_2,-0.000971612
MKLN1-AS,arch_2,-0.0068864315
AC008264.2,arch_2,-0.014470596
PODXL,arch_2,-0.05333394
PLXNA4,arch_2,-0.0913274
AC018643.1,arch_2,-0.028196422
AC011625.1,arch_2,-0.031746563
AC009365.1,arch_2,-0.019768713
CHCHD3,arch_2,-0.04317892
AC009365.4,arch_2,-0.016823445
EXOC4,arch_2,0.021338493
LRGUK,arch_2,-0.008710813
SLC35B4,arch_2,0.0003512001
AC009275.1,arch_2,-0.016214227
AKR1B1,arch_2,-0.009655722
AKR1B15,arch_2,-0.02090268
BPGM,arch_2,-0.018152658
CALD1,arch_2,-0.029219324
AC083870.1,arch_2,0.017464472
AGBL3,arch_2,0.014570198
CYREN,arch_2,-0.00020852141
TMEM140,arch_2,0.009604047
AC083862.3,arch_2,-0.016909886
WDR91,arch_2,-0.0016500852
AC009542.1,arch_2,-0.013028238
STRA8,arch_2,-0.017452043
CNOT4,arch_2,-0.007797499
NUP205,arch_2,0.0017780457
STMP1,arch_2,-0.009115783
SLC13A4,arch_2,0.011822995
AC091736.1,arch_2,-0.01710299
FAM180A,arch_2,-0.026400242
AC015987.1,arch_2,-0.007875833
MTPN,arch_2,-0.014386112
AC078845.1,arch_2,-0.026537713
AC009264.1,arch_2,-0.022167131
CHRM2,arch_2,-0.021526877
PTN,arch_2,0.043507926
AC078842.2,arch_2,0.0035354975
AC078842.1,arch_2,-0.02060301
DGKI,arch_2,-0.03539208
CREB3L2,arch_2,0.04899975
CREB3L2-AS1,arch_2,-0.018078536
AKR1D1,arch_2,-0.020355783
TRIM24,arch_2,-0.019589825
SVOPL,arch_2,-0.023097843
ATP6V0A4,arch_2,-0.022041252
TMEM213,arch_2,-0.019833952
KIAA1549,arch_2,-0.0076424736
ZC3HAV1L,arch_2,0.0040529044
ZC3HAV1,arch_2,-0.009742399
TTC26,arch_2,-0.000512462
UBN2,arch_2,0.0047939676
LUC7L2,arch_2,0.0076570357
AC083880.1,arch_2,-0.017866366
KLRG2,arch_2,-0.019524103
HIPK2,arch_2,-0.082550295
TBXAS1,arch_2,-0.036412306
PARP12,arch_2,0.0034068192
KDM7A,arch_2,-0.05600492
KDM7A-DT,arch_2,-0.02373262
SLC37A3,arch_2,-0.028833726
RAB19,arch_2,-0.020741379
MKRN1,arch_2,-0.0020682565
DENND2A,arch_2,0.081648186
AC006452.1,arch_2,-0.01874783
ADCK2,arch_2,-0.019232614
NDUFB2,arch_2,-0.012823947
NDUFB2-AS1,arch_2,-0.02100959
BRAF,arch_2,0.003621486
MRPS33,arch_2,-0.017282264
TMEM178B,arch_2,-0.0038245306
AC073878.1,arch_2,-0.005469062
AGK,arch_2,-0.000829751
AC004918.1,arch_2,-0.008186209
DENND11,arch_2,0.0029991437
WEE2-AS1,arch_2,-0.0060250703
WEE2,arch_2,-0.021257417
SSBP1,arch_2,0.0023218202
TAS2R5,arch_2,-0.018538956
PRSS37,arch_2,-0.018590529
MGAM,arch_2,-0.010164279
CLEC5A,arch_2,-0.020492565
MGAM2,arch_2,-0.022070853
EPHB6,arch_2,-0.029168027
KEL,arch_2,-0.021741211
GSTK1,arch_2,-0.006905485
AC073342.1,arch_2,-0.0001818614
CASP2,arch_2,0.0006031776
ZYX,arch_2,-0.02075991
EPHA1,arch_2,-0.024730098
EPHA1-AS1,arch_2,-0.024328876
TCAF2,arch_2,0.0017067381
TCAF1,arch_2,0.024734791
OR2F1,arch_2,-0.021021236
OR2A5,arch_2,-0.020115953
OR2A12,arch_2,-0.019361146
OR2A14,arch_2,-0.01884222
ARHGEF35,arch_2,-0.017844941
AC004889.1,arch_2,-0.0014285595
OR2A42,arch_2,-0.01845921
OR2A7,arch_2,-0.0014193407
OR2A1-AS1,arch_2,-0.0036703146
OR2A1,arch_2,-0.017811952
ARHGEF5,arch_2,-0.0066537834
TPK1,arch_2,-0.013078063
AC006007.1,arch_2,-0.0005706386
CNTNAP2,arch_2,-0.10414809
AC005229.5,arch_2,-0.020391084
CUL1,arch_2,0.0027229376
EZH2,arch_2,-0.011756292
PDIA4,arch_2,-0.0036175419
ZNF786,arch_2,0.0013770396
ZNF425,arch_2,0.0009190614
ZNF398,arch_2,-0.0027739508
ZNF282,arch_2,0.0009111817
ZNF212,arch_2,0.0008151465
ZNF783,arch_2,-0.0014382111
ZNF777,arch_2,-0.0061089834
ZNF746,arch_2,-0.017574206
KRBA1,arch_2,-0.0241334
SSPO,arch_2,-0.01818819
ZNF862,arch_2,0.0070376
AC004877.1,arch_2,-0.01751362
ATP6V0E2-AS1,arch_2,-0.013595917
ATP6V0E2,arch_2,-0.02139907
AC092666.1,arch_2,-0.020531729
ACTR3C,arch_2,-0.016579453
LRRC61,arch_2,-0.018135808
RARRES2,arch_2,-0.028668474
AC005586.1,arch_2,-0.01789998
ZNF775,arch_2,-0.016289076
AC073111.4,arch_2,-0.015651016
GIMAP8,arch_2,-0.026413612
GIMAP2,arch_2,-0.01874847
GIMAP5,arch_2,-0.019494113
TMEM176B,arch_2,-0.027863365
TMEM176A,arch_2,-0.027208842
NOS3,arch_2,-0.022405388
ABCB8,arch_2,5.7846322e-05
AC010973.1,arch_2,-0.01886167
SLC4A2,arch_2,-0.011842163
FASTK,arch_2,-0.01640772
TMUB1,arch_2,-0.02407221
AGAP3,arch_2,-0.022445014
AC021097.2,arch_2,-0.024543641
ABCF2,arch_2,-0.015336361
CHPF2,arch_2,-0.009385019
SMARCD3,arch_2,-0.014805062
AC021097.1,arch_2,-0.020867363
AC005486.1,arch_2,-0.023291897
NUB1,arch_2,-0.0005734987
WDR86,arch_2,-0.027783256
RHEB,arch_2,-0.030239852
PRKAG2,arch_2,-0.028410662
AC093583.1,arch_2,-0.022115132
PRKAG2-AS1,arch_2,-0.023706237
GALNTL5,arch_2,-0.019098092
GALNT11,arch_2,-0.004822932
AC006017.1,arch_2,-0.020639654
KMT2C,arch_2,-0.0089363735
LINC01003,arch_2,-0.018974476
XRCC2,arch_2,-0.022564251
ACTR3B,arch_2,-0.0073352973
AC006348.1,arch_2,-0.022131555
LINC01287,arch_2,-0.021420166
AC005998.1,arch_2,-0.017985567
DPP6,arch_2,-0.037807155
AC006019.3,arch_2,-0.020028735
PAXIP1-AS2,arch_2,0.007640518
PAXIP1,arch_2,0.0051752976
AC093726.2,arch_2,-0.019676758
PAXIP1-AS1,arch_2,-0.00027936883
INSIG1,arch_2,-0.019110395
AC009403.2,arch_2,-0.018894088
RBM33,arch_2,0.011027821
LINC01006,arch_2,0.014218398
RNF32,arch_2,-0.005513322
AC005534.1,arch_2,-0.021032922
LMBR1,arch_2,0.002467749
NOM1,arch_2,-0.006545991
MNX1,arch_2,-0.019143045
UBE3C,arch_2,-0.005379028
DNAJB6,arch_2,0.014591584
PTPRN2,arch_2,0.006554363
AC005481.1,arch_2,-0.015290681
NCAPG2,arch_2,-0.0035155865
ESYT2,arch_2,-0.032021455
WDR60,arch_2,0.008156515
LINC00689,arch_2,0.011439225
VIPR2,arch_2,0.08659639
ZNF596,arch_2,-0.0008370774
FBXO25,arch_2,0.007783383
TDRP,arch_2,0.007285967
ERICH1,arch_2,-0.010586786
DLGAP2,arch_2,-0.014114193
DLGAP2-AS1,arch_2,-0.019954747
CLN8,arch_2,-0.01541494
AC100810.1,arch_2,-0.011066348
ARHGEF10,arch_2,-0.04669278
AC019257.1,arch_2,-0.014231767
KBTBD11,arch_2,0.007232436
AC246817.2,arch_2,-0.022193119
AC246817.1,arch_2,-0.021784026
CSMD1,arch_2,-0.019781262
AC009435.1,arch_2,-0.022739992
AC016065.1,arch_2,-0.020305002
MCPH1,arch_2,-0.009634173
ANGPT2,arch_2,0.009862855
MCPH1-AS1,arch_2,0.0029399479
AGPAT5,arch_2,-0.013481922
AF233439.1,arch_2,-0.018818399
FAM66B,arch_2,0.0018502678
FAM66E,arch_2,-0.015860634
FAM85B,arch_2,0.019363279
PRAG1,arch_2,0.0030552596
AC087269.1,arch_2,-0.019105675
MFHAS1,arch_2,-0.03632095
ERI1,arch_2,0.00477064
PPP1R3B,arch_2,-0.027627397
AC022784.5,arch_2,-0.02012664
AC022784.1,arch_2,-0.021908041
AC021242.2,arch_2,-0.021195276
TNKS,arch_2,0.0057292106
AC034111.2,arch_2,-0.016706249
MSRA,arch_2,0.0077450015
AC023385.1,arch_2,-0.013339252
AC104964.3,arch_2,-0.018130459
AC104964.1,arch_2,-0.012980966
AC104964.2,arch_2,-0.017109917
PRSS51,arch_2,-0.012300343
AC104964.4,arch_2,-0.017399348
PRSS55,arch_2,-0.017350543
RP1L1,arch_2,-0.018821873
AC105001.1,arch_2,-0.017167294
PINX1,arch_2,-0.013487215
XKR6,arch_2,-0.017346552
MTMR9,arch_2,0.0027692667
AF131216.1,arch_2,-0.015743975
SLC35G5,arch_2,-0.02075914
FAM167A-AS1,arch_2,-0.017674197
GATA4,arch_2,0.012967714
C8orf49,arch_2,-0.021934934
NEIL2,arch_2,-0.013916384
FDFT1,arch_2,0.004985484
AC069185.1,arch_2,-0.019279037
CTSB,arch_2,-0.035362255
FAM66D,arch_2,0.023496138
FAM86B1,arch_2,-0.020135326
AC145124.1,arch_2,-0.0009845141
FAM66A,arch_2,-0.00787747
FAM86B2,arch_2,-0.01662772
AC068587.4,arch_2,0.04768802
LONRF1,arch_2,-0.0011494192
LINC00681,arch_2,-0.015494047
TRMT9B,arch_2,-0.02444759
DLC1,arch_2,0.022563541
AC106845.1,arch_2,0.024188558
AC019270.1,arch_2,-0.017185124
C8orf48,arch_2,-0.018983016
SGCZ,arch_2,-0.019426228
TUSC3,arch_2,0.013642658
MSR1,arch_2,-0.03783542
AC011586.2,arch_2,-0.025204597
MICU3,arch_2,0.014150723
AC079193.2,arch_2,0.00014581061
ZDHHC2,arch_2,0.013863147
CNOT7,arch_2,0.0048502395
VPS37A,arch_2,-0.0025044496
MTMR7,arch_2,-0.0007477962
SLC7A2,arch_2,-0.027127067
PDGFRL,arch_2,0.052914504
AP006248.6,arch_2,-0.008419794
MTUS1,arch_2,0.12058833
AC124069.1,arch_2,-0.017647007
AC027117.2,arch_2,0.028344851
FGL1,arch_2,-0.019868383
PCM1,arch_2,0.014323292
ASAH1,arch_2,-0.03246504
AC124242.1,arch_2,-0.020893633
NAT1,arch_2,-0.019045519
PSD3,arch_2,-0.020275295
AC100800.1,arch_2,0.011672292
AC009884.1,arch_2,-0.022933733
AC100849.1,arch_2,-0.024594467
AC100849.2,arch_2,-0.01896156
SH2D4A,arch_2,-0.024196438
CSGALNACT1,arch_2,0.015906442
AC090541.1,arch_2,-0.0150084
INTS10,arch_2,0.0011133916
LPL,arch_2,-0.042751577
ATP6V1B2,arch_2,-0.0091516115
LZTS1,arch_2,-0.018620351
LZTS1-AS1,arch_2,-0.020945992
AC018541.1,arch_2,-0.017212434
AC021613.1,arch_2,-0.026113095
GFRA2,arch_2,-0.021767426
XPO7,arch_2,0.010727454
NPM2,arch_2,-0.021288956
FAM160B2,arch_2,-0.00024006216
NUDT18,arch_2,-0.01901888
HR,arch_2,-0.020569023
REEP4,arch_2,-0.02089762
BMP1,arch_2,-0.03152755
AC105206.3,arch_2,-0.024791442
PHYHIP,arch_2,-0.025367951
POLR3D,arch_2,-0.0125427395
AC105206.2,arch_2,0.0009215449
PIWIL2,arch_2,-0.012226717
SLC39A14,arch_2,-0.06533159
PPP3CC,arch_2,-0.022235148
AC087854.1,arch_2,-0.0010792733
SORBS3,arch_2,-0.021233259
PDLIM2,arch_2,-0.024998209
C8orf58,arch_2,-0.024793848
CCAR2,arch_2,0.0008500722
AC037459.2,arch_2,-0.018604046
BIN3,arch_2,-0.02004294
AC105046.1,arch_2,-0.019922229
EGR3,arch_2,-0.022673042
AC055854.1,arch_2,-0.020580571
PEBP4,arch_2,-0.023113634
AC107959.1,arch_2,-0.0034261926
RHOBTB2,arch_2,0.0016390415
TNFRSF10B,arch_2,-0.024627725
AC107959.2,arch_2,-0.017017018
TNFRSF10C,arch_2,-0.01867248
TNFRSF10D,arch_2,-0.014593468
TNFRSF10A,arch_2,-0.023579702
CHMP7,arch_2,-0.0077052256
R3HCC1,arch_2,-0.0069545233
LOXL2,arch_2,-0.017244527
AC090197.1,arch_2,-0.0045502586
ENTPD4,arch_2,0.004822224
AC104561.1,arch_2,-0.017877696
SLC25A37,arch_2,-0.028028773
ADAM28,arch_2,-0.024205143
AC120193.1,arch_2,-0.02884293
AC041005.1,arch_2,-0.015730808
DOCK5,arch_2,0.13668709
GNRH1,arch_2,0.008793039
AC091185.1,arch_2,-0.016832178
KCTD9,arch_2,0.036526624
CDCA2,arch_2,-0.01875959
AC009623.1,arch_2,0.027948083
AC009623.3,arch_2,-0.0144575
AC090103.1,arch_2,-0.01149757
EBF2,arch_2,0.121096596
PPP2R2A,arch_2,-0.006429631
BNIP3L,arch_2,0.064284414
PNMA2,arch_2,-0.009900853
DPYSL2,arch_2,-0.0060762623
ADRA1A,arch_2,-0.027282707
TRIM35,arch_2,-0.010572598
PTK2B,arch_2,-0.01229273
EPHX2,arch_2,0.0008409317
CLU,arch_2,-0.056733392
SCARA3,arch_2,-0.035516083
AC013643.2,arch_2,-0.019209893
CCDC25,arch_2,-0.007855826
ESCO2,arch_2,-0.018522765
PBK,arch_2,-0.020085912
SCARA5,arch_2,-0.13552679
AC069113.2,arch_2,-0.038195364
NUGGC,arch_2,-0.023817062
ELP3,arch_2,-0.0018371446
AC021678.2,arch_2,-0.021669293
PNOC,arch_2,-0.017020784
ZNF395,arch_2,-0.0065517453
FBXO16,arch_2,-0.0008213187
AC025871.1,arch_2,-0.016838538
FZD3,arch_2,-0.019982373
EXTL3,arch_2,-0.009039255
EXTL3-AS1,arch_2,-0.019488033
INTS9,arch_2,0.014943734
INTS9-AS1,arch_2,-0.019534014
HMBOX1,arch_2,-0.0067880945
KIF13B,arch_2,0.009249602
AC108449.1,arch_2,0.010962738
DUSP4,arch_2,-0.015794115
LINC02099,arch_2,-0.017551709
SARAF,arch_2,0.004431118
AC044849.1,arch_2,-0.018295024
LEPROTL1,arch_2,0.0022680745
MBOAT4,arch_2,-0.021926243
AC026979.2,arch_2,-0.020604491
DCTN6,arch_2,-0.0049355156
AC026979.1,arch_2,-0.019510688
AC026979.4,arch_2,-0.011438039
RBPMS-AS1,arch_2,-0.018279329
RBPMS,arch_2,-0.085221976
GTF2E2,arch_2,-0.011808076
SMIM18,arch_2,-0.010986506
GSR,arch_2,-0.029497558
UBXN8,arch_2,-0.002006539
PPP2CB,arch_2,-0.014252968
TEX15,arch_2,-0.020476734
PURG,arch_2,0.0067674443
WRN,arch_2,-0.0063017895
AC009563.1,arch_2,-0.017984526
AC068672.2,arch_2,-0.021044208
NRG1,arch_2,-0.039794162
AC090204.1,arch_2,-0.024713654
AC067838.1,arch_2,-0.019428844
FUT10,arch_2,0.012613117
TTI2,arch_2,-0.0012392959
MAK16,arch_2,-0.005661767
RNF122,arch_2,-0.003859054
AF279873.3,arch_2,-0.02385257
AC090993.1,arch_2,-0.018467478
UNC5D,arch_2,-0.017849928
AC124290.1,arch_2,-0.022693014
AC090809.1,arch_2,-0.01793059
KCNU1,arch_2,-0.018932322
LINC01605,arch_2,0.00017867316
AC137579.2,arch_2,-0.022355404
AC137579.1,arch_2,-0.020556716
ZNF703,arch_2,-0.016624082
AC138356.3,arch_2,-0.018064057
ERLIN2,arch_2,-0.00411275
PLPBP,arch_2,0.0059737954
ADGRA2,arch_2,0.017811257
BRF2,arch_2,-0.010001595
RAB11FIP1,arch_2,-0.03494278
EIF4EBP1,arch_2,-0.01408997
AP006545.1,arch_2,-0.019417468
AP006545.3,arch_2,-0.020580607
ASH2L,arch_2,0.005598398
STAR,arch_2,-0.02004526
AC084024.3,arch_2,-0.019714884
LSM1,arch_2,-0.0152354995
BAG4,arch_2,0.0021342752
AC084024.4,arch_2,-0.021772074
DDHD2,arch_2,-0.0010294674
PLPP5,arch_2,0.0035292716
NSD3,arch_2,0.014739227
AC087362.2,arch_2,-0.020196883
AC087362.1,arch_2,-0.020494627
AC087623.2,arch_2,-0.016563918
LETM2,arch_2,-0.0044363337
FGFR1,arch_2,-0.04517935
AC087623.1,arch_2,-0.008633745
C8orf86,arch_2,-0.022481978
TACC1,arch_2,-0.030530732
AC067817.2,arch_2,-0.011090139
PLEKHA2,arch_2,-0.0014481227
AC108863.2,arch_2,-0.00781633
HTRA4,arch_2,-0.019391522
TM2D2,arch_2,-0.019208124
ADAM9,arch_2,-0.030054044
ADAM32,arch_2,-0.013363726
IDO1,arch_2,-0.018518025
AC007991.3,arch_2,-0.023285178
IDO2,arch_2,-0.019401059
TCIM,arch_2,-0.025356337
SIRLNT,arch_2,-0.018196745
ZMAT4,arch_2,-0.02420071
SFRP1,arch_2,-0.034279924
GOLGA7,arch_2,-0.00040563112
AC009630.1,arch_2,-0.0024048036
GINS4,arch_2,-0.020180201
GPAT4,arch_2,-0.009336388
AC009630.3,arch_2,-0.02131269
KAT6A,arch_2,-0.0029003478
AP3M2,arch_2,-0.004064127
PLAT,arch_2,-0.027483614
AC083973.1,arch_2,-0.022578297
IKBKB,arch_2,-0.009485132
POLB,arch_2,0.0029473533
VDAC3,arch_2,0.0093024075
SLC20A2,arch_2,0.01583175
SMIM19,arch_2,0.010521304
CHRNB3,arch_2,-0.020486893
AC103843.1,arch_2,-0.017084688
CHRNA6,arch_2,-0.0203284
THAP1,arch_2,-0.015536077
AC087533.1,arch_2,-0.018145278
RNF170,arch_2,0.020859612
HOOK3,arch_2,0.0043597803
FNTA,arch_2,0.0034610871
POMK,arch_2,-0.0017541017
HGSNAT,arch_2,-0.010834646
LINC00293,arch_2,-0.017393611
SPIDR,arch_2,0.035491828
CEBPD,arch_2,-0.011448432
PRKDC,arch_2,-0.019379498
MCM4,arch_2,-0.017547786
UBE2V2,arch_2,-0.004748595
AC026904.2,arch_2,-0.014975862
AC022915.2,arch_2,0.018009223
LINC02847,arch_2,0.030631173
EFCAB1,arch_2,-0.019984206
SNAI2,arch_2,-0.0050066663
SNTG1,arch_2,0.026973566
AC012413.1,arch_2,-0.02666652
PXDNL,arch_2,-0.14472069
AC090186.1,arch_2,-0.020730555
PCMTD1,arch_2,-0.0009979437
AC064807.1,arch_2,-0.00074822025
AC064807.2,arch_2,-0.02121507
ST18,arch_2,-0.02352892
RB1CC1,arch_2,0.007785068
AC022034.3,arch_2,-0.02281067
ATP6V1H,arch_2,-0.003996586
RGS20,arch_2,-0.0057745064
TCEA1,arch_2,0.0049647046
AC100821.2,arch_2,-0.021518797
LYPLA1,arch_2,0.0061842077
MRPL15,arch_2,-0.025453113
RP1,arch_2,-0.023638388
XKR4,arch_2,-0.03485415
TMEM68,arch_2,0.007590812
TGS1,arch_2,0.00349209
LYN,arch_2,-0.026927806
RPS20,arch_2,-0.022531642
PLAG1,arch_2,-0.014000002
CHCHD7,arch_2,-0.017779412
PENK,arch_2,-0.014599136
AC012349.1,arch_2,0.024718873
LINC00968,arch_2,0.023086552
IMPAD1,arch_2,0.009798646
AC104051.1,arch_2,-0.015684139
LINC01602,arch_2,-0.019762358
AC012103.1,arch_2,-0.017766127
FAM110B,arch_2,0.17413832
AC104350.1,arch_2,-0.011706871
AC027698.1,arch_2,0.0934696
UBXN2B,arch_2,0.012525555
SDCBP,arch_2,-0.031782605
NSMAF,arch_2,-0.0069513847
TOX,arch_2,-0.032142736
CA8,arch_2,-0.03217855
LINC01301,arch_2,-0.0085139405
RAB2A,arch_2,-0.0134035
AC068389.3,arch_2,-0.02219993
AC068389.1,arch_2,-0.0201459
CHD7,arch_2,-0.039040893
AC022182.1,arch_2,-0.016674872
CLVS1,arch_2,-0.023834677
AC023866.2,arch_2,-0.017718319
ASPH,arch_2,-0.01124008
LINC02842,arch_2,-0.018720409
AC023095.1,arch_2,-0.022520829
NKAIN3,arch_2,-0.012404022
GGH,arch_2,-0.022248756
TTPA,arch_2,-0.030583767
YTHDF3,arch_2,-0.0063440413
AC011978.2,arch_2,-0.020136349
AC011124.1,arch_2,-0.01681792
LINC01414,arch_2,-0.014698768
AC090136.3,arch_2,-0.016891928
CYP7B1,arch_2,0.04602967
AC104232.3,arch_2,-0.0063718115
AC104232.1,arch_2,-0.01589195
LINC01299,arch_2,-0.018219188
AC100814.1,arch_2,-0.018965898
ARMC1,arch_2,-0.00026308812
MTFR1,arch_2,0.0016915178
PDE7A,arch_2,-0.00088249496
AC009879.4,arch_2,-0.027393749
RRS1,arch_2,-0.026670424
ADHFE1,arch_2,-0.035775922
VXN,arch_2,-0.025691213
MYBL1,arch_2,-0.019928707
VCPIP1,arch_2,-0.0040339776
SGK3,arch_2,-0.0029542595
MCMDC2,arch_2,-0.018587507
SNHG6,arch_2,-0.023216268
TCF24,arch_2,-0.022064203
PPP1R42,arch_2,-0.014939981
COPS5,arch_2,-0.0030228228
